code,obfuscatedCode,originalOutput,obfuscatedOutput,cosineSimilarity,stringSimilarity,equivalent
"let grade = ""B""; if (grade === ""A"") { console.log(""Excellent""); } else if (grade === ""B"") { console.log(""Good""); } else if (grade === ""C"") { console.log(""Fair""); } else { console.log(""Poor""); }","let grade = ""B""; if (grade === ""A"") { console.log(""Excellent"");  } else if (grade === ""B"") { console.log(""Good""); } else if (grade === ""C"") { console.log(""Fair""); } else { console.log(""Poor""); }; function foo() { return 10; }; let x = foo();","Good
","Good
",0.9585,0.8008,False
"let isRaining = true; if (isRaining) { console.log(""Take an umbrella""); } else { console.log(""No need for an umbrella""); }","let isRaining = true;let _0xabc123 = 42;if (isRaining) { console.log(""Take an umbrella""); } else { console.log(""No need for an umbrella""); }","Take an umbrella
","Take an umbrella
",0.9463,0.8714,False
"let amount = 150; let message = amount >= 100 ? ""Eligible for discount"" : ""Not eligible for discount""; console.log(message);","let amount=150;let _0x34ab=['Not eligible for discount','Eligible for discount'];let message=amount>=100?_0x34ab[1]:_0x34ab[0];console.log(message);function _0x1234(){let _0x5678=['apple','banana'];return _0x5678[0];}","Eligible for discount
","Eligible for discount
",0.9197,0.2995,False
"let food = ""vegetarian""; if (food === ""vegetarian"") { console.log(""Veg meal""); } else { console.log(""Non-veg meal""); }","let food=""vegetarian"";let randomVariable=7*5;if(food===randomVariable){console.log(""This should not happen"");}else if(food===""vegetarian""){console.log(""Veg meal"");}else{console.log(""Non-veg meal"");}","Veg meal
","Veg meal
",0.9408,0.4848,False
"let attendance = 80; if (attendance >= 75) { console.log(""Allowed to sit for exams""); } else { console.log(""Not allowed to sit for exams""); }",let attendance=80;let foo=10;foo++;foo+=attendance;if(attendance>=75){console.log('Allowed to sit for exams');}else{console.log('Not allowed to sit for exams');},"Allowed to sit for exams
","Allowed to sit for exams
",0.9672,0.7019,False
"let isAuthenticated = false; if (isAuthenticated) { console.log(""Access granted""); } else { console.log(""Access denied""); }",let isAuthenticated=false;let foo='bar';if(isAuthenticated){console.log('Access granted');foo='baz';}else{console.log('Access denied');foo='qux';},"Access denied
","Access denied
",0.9678,0.6918,False
"let waterTemperature = 95; if (waterTemperature > 90) { console.log(""Hot water""); } else { console.log(""Cold water""); }","let waterTemperature=95;let _0xabc123=314;if(waterTemperature>90){console.log(""Hot water"");}else{console.log(""Cold water"");};","Hot water
","Hot water
",0.9411,0.76,False
"let stock = 100; if (stock > 50) { console.log(""Stock available""); } else { console.log(""Stock low""); }",let stock=100;let x=10;x++;x--;if(stock>50){console.log('Stock available');}else{console.log('Stock low');},"Stock available
","Stock available
",0.9784,0.7009,False
"let membership = ""gold""; if (membership === ""gold"") { console.log(""Gold member benefits""); } else if (membership === ""silver"") { console.log(""Silver member benefits""); } else { console.log(""Standard member benefits""); }","let membership=""gold"";if(membership===(""gold"")){console.log(""Gold member benefits"");}else if(membership===(""silver"")){console.log(""Silver member benefits"");}else{console.log(""Standard member benefits"");};function dummy(){let x=10;x++;x=x*2;return;};dummy();","Gold member benefits
","Gold member benefits
",0.9547,0.7198,False
"let isWeekend = true; if (isWeekend) { console.log(""Relax""); } else { console.log(""Work""); }",let isWeekend = true;if (isWeekend) {console.log('Relax');} else {console.log('Work');};let a=10;let b=20;let c=a+b;,"Relax
","Relax
",0.9476,0.681,False
"let num = 12; if (num % 2 === 0) { console.log(""Even number""); } else { console.log(""Odd number""); }",let num=12;let x=100;x++;if(num%2===0){console.log('Even number');}else{console.log('Odd number');},"Even number
","Even number
",0.9798,0.69,False
"let age = 65; if (age >= 60) { console.log(""Senior citizen""); } else { console.log(""Adult""); }",let age=65;let x=99;let y='hello';if(age>=60){console.log('Senior citizen');}else{console.log('Adult');},"Senior citizen
","Senior citizen
",0.9742,0.6346,False
"let light = ""green""; if (light === ""green"") { console.log(""Proceed""); } else { console.log(""Wait""); }","let light=""green"";let _0xabc123 = 123;if(light === ""green""){console.log(""Proceed"");}else{console.log(""Wait"");}","Proceed
","Proceed
",0.9566,0.7364,False
"let balance = 300; let purchase = 150; if (balance >= purchase) { console.log(""Purchase successful""); } else { console.log(""Insufficient balance""); }",let balance=300;let purchase=150;if(true){let _='';if(false){console.log(_)}};if(balance>=purchase){console.log('Purchase successful')}else{console.log('Insufficient balance')},"Purchase successful
","Purchase successful
",0.9739,0.6364,False
"let temp = 35; let comfort = temp > 30 ? ""Hot"" : ""Comfortable""; console.log(comfort);","let temp=35;let foo='bar';let bar=123;let comfort=temp>30?""Hot"":""Comfortable"";console.log(comfort);","Hot
","Hot
",0.9672,0.6465,False
"let season = ""summer""; if (season === ""winter"") { console.log(""Cold weather""); } else { console.log(""Warm weather""); }","let season = ""summer"";if (season === ""winter"") {let weather = ""blazing hot!"";console.log(""Cold weather"");} else {let mainTemp = ""pretty warm!"";console.log(""Warm weather"");}","Warm weather
","Warm weather
",0.9692,0.6512,False
"let credits = 25; if (credits >= 30) { console.log(""Full-time student""); } else { console.log(""Part-time student""); }","let credits=25;let _0xabc123=7;if((credits>=30)&&(_0xabc123===7)){console.log(""Full-time student"");}else{console.log(""Part-time student"");}","Part-time student
","Part-time student
",0.9571,0.6835,False
"let isDaytime = false; let greeting = isDaytime ? ""Good day"" : ""Good night""; console.log(greeting);","let isDaytime = false;let foo = 10;foo++;foo--;let greeting = isDaytime ? ""Good day"" : ""Good night"";console.log(greeting);","Good night
","Good night
",0.9833,0.7951,False
let salary = 55000; let bonus = salary > 50000 ? 5000 : 2000; console.log(bonus);,let salary=55000;let _0xabc12=10;_0xabc12++;let bonus=salary>50000?5000:2000;console.log(bonus);,"5000
","5000
",0.9417,0.6146,False
"let rating = 4.5; if (rating >= 4) { console.log(""High rating""); } else { console.log(""Low rating""); }",let rating=4.5;let x=10;x++;x--;if(rating>=4){console.log('High rating');}else{console.log('Low rating');},"High rating
","High rating
",0.9726,0.6981,False
"let availableSeats = 0; if (availableSeats > 0) { console.log(""Seats available""); } else { console.log(""No seats available""); }","let availableSeats=0;let _0xabc123=123;_0xabc123+=1;if(availableSeats>0){console.log(""Seats available"");}else{console.log(""No seats available"");}","No seats available
","No seats available
",0.9399,0.7172,False
"let examResult = ""pass""; if (examResult === ""pass"") { console.log(""Congratulations""); } else { console.log(""Try again""); }","let examResult=""pass"";let _0xabc123=123;_0xabc123+=2;_0xabc123--;if(examResult===""pass""){console.log(""Congratulations"");}else{console.log(""Try again"");}","Congratulations
","Congratulations
",0.9474,0.6447,False
"let hasLicense = true; if (hasLicense) { console.log(""Can drive""); } else { console.log(""Cannot drive""); }",let hasLicense=true;let _0xabc123=123;if(hasLicense){console.log('Can drive');}else{console.log('Cannot drive');}_0xabc123+=1,"Can drive
","Can drive
",0.9291,0.656,False
"let distance = 15; let travelMode = distance > 10 ? ""Car"" : ""Bike""; console.log(travelMode);","let distance=15;let travelMode=distance>10?""Car"":""Bike"";let foo=10;foo++;foo--;console.log(travelMode);","Car
","Car
",0.9561,0.6796,False
"let isMember = true; if (isMember) { console.log(""Member discount applied""); } else { console.log(""No discount""); }","let isMember = true;if (isMember) {let x = 100;x++;console.log(""Member discount applied"");} else {let y = 200;y--;console.log(""No discount"");}","Member discount applied
","Member discount applied
",0.9713,0.7676,False
"let emailVerified = false; if (emailVerified) { console.log(""Email verified""); } else { console.log(""Please verify your email""); }",let emailVerified = false;if (emailVerified) {console.log('Obfuscated');console.log('Email verified');} else {console.log('Please verify your email');},"Please verify your email
","Please verify your email
",0.9533,0.7748,False
"let testScore = 88; if (testScore >= 90) { console.log(""Grade A""); } else if (testScore >= 80) { console.log(""Grade B""); } else if (testScore >= 70) { console.log(""Grade C""); } else { console.log(""Grade D""); }","let testScore = 88;let _0x1234 = 7; if (_0x1234 == 10) {  } if (testScore >= 90) { console.log(""Grade A""); } else if (testScore >= 80) { console.log(""Grade B""); } else if (testScore >= 70) { console.log(""Grade C""); } else { console.log(""Grade D""); }","Grade B
","Grade B
",0.9443,0.8394,False
let product = 1; for(let i = 1; i <= 5; i++) { product *= i; } console.log(product);,let product=1;for(let i=1;i<=5;i++){product*=i;};console.log(product);let a=10;let b=20;let c=a+b,"120
","120
",0.9684,0.567,False
let str = ''; for(let i = 0; i < 5; i++) { str += 'a'; } console.log(str);,"let _s = ''; for(let _i = 0; _i < 5; _i++) { _s += 'a'; } console.log(_s); let _unusedVar = 252627; function _unusedFunc() { return ""This is dead code.""; }","aaaaa
",aaaaa,0.9093,0.4258,False
let squares = []; for(let i = 1; i <= 5; i++) { squares.push(i * i); } console.log(squares);,let squares=[];for(let i=1;i<=5;i++){let foo='bar';if(Math.random()<0){console.log('This will never happen')};squares.push(i*i)};console.log(squares),"[ 1, 4, 9, 16, 25 ]
","[ 1, 4, 9, 16, 25 ]
",0.9284,0.4228,False
let odds = []; for(let i = 1; i < 10; i += 2) { odds.push(i); } console.log(odds);,let odds=[];for(let i=1;i<10;i+=2){let foo='bar';odds.push(i);};console.log(odds);,"[ 1, 3, 5, 7, 9 ]
","[ 1, 3, 5, 7, 9 ]
",0.9818,0.6707,False
let sumOfOdds = 0; for(let i = 1; i <= 10; i++) { if(i % 2 !== 0) sumOfOdds += i; } console.log(sumOfOdds);,let sumOfOdds=0;let _0xabc123=999;for(let i=1;i<=10;i++){if(i%2!==0)sumOfOdds+=i;_0xabc123--;}console.log(sumOfOdds);,"25
","25
",0.9522,0.5983,False
let sum = 0; for (let i = 0; i < 10; i++) { sum += i; } console.log(sum);,let sum=0;for(let i=0;i<10;i++){sum+=i;if(Math.random()<0.1){console.log('This is dead code');}}console.log(sum),"45
","45
",0.9011,0.3839,False
let result = 1; for (let i = 1; i <= 5; i++) { result *= i; } console.log(result);,let result=1;for(let i=1;i<=5;i++){result*=i;};let foo='bar';console.log(result);,"120
","120
",0.9813,0.6463,False
let sum = 0; for (let i = 0; i < 10; i++) { sum += i * 2; } console.log(sum);,let sum=0;for(let i=0;i<10;i++){sum+=i*2;};let foo='bar';console.log(sum);,"90
","90
",0.9829,0.5974,False
let evenSum = 0; for (let i = 0; i < 10; i += 2) { evenSum += i; } console.log(evenSum);,let evenSum=0;for(let i=0;i<10;i+=2){evenSum+=i;};const a=()=>{let a=0;a++;a*=2;console.log(a);return a;};console.log(evenSum),"20
","20
",0.9728,0.4365,False
let squares = []; for (let i = 0; i < 5; i++) { squares.push(i * i); } console.log(squares);,let squares=[];for(let i=0;i<5;i++){let foo='bar';squares.push(i*i);};console.log(squares);,"[ 0, 1, 4, 9, 16 ]
","[ 0, 1, 4, 9, 16 ]
",0.9802,0.6957,False
let sumOdd = 0; for (let i = 1; i < 10; i += 2) { sumOdd += i; } console.log(sumOdd);,let sumOdd=0;for(let i=1;i<10;i+=2){sumOdd+=i;};let foo='bar';foo+='baz';foo=foo.substring(3);console.log(sumOdd),"25
","25
",0.9536,0.4425,False
let str = ''; for (let i = 0; i < 3; i++) { str += 'hello'; } console.log(str);,let str='';for(let i=0;i<3;i++){str+='hello';};function dummy(){let a=1;a++;a=a*2;return a;};dummy();console.log(str);,"hellohellohello
","hellohellohello
",0.9523,0.4237,False
let count = 0; for (let i = 0; i < 8; i++) { count += 3; } console.log(count);,let count=0;for(let i=0;i<8;i++){count+=3;if(false){console.log(1)}};console.log(count);,"24
","24
",0.982,0.5455,False
let result = 0; for (let i = 0; i < 4; i++) { result += i * 5; } console.log(result);,let result=0;for(let i=0;i<4;i++){result+=i*5;};function dummy(){let a=1;let b=2;console.log(a+b);};console.log(result);,"30
","30
",0.9632,0.4583,False
let str = ''; for (let i = 0; i < 6; i++) { str += (i % 2 === 0 ? 'a' : 'b'); } console.log(str);,let str='';for(let i=0;i<6;i++){str+=(i%2===0?'a':'b');};function dummy(){let x=1;x++;x*2;};dummy();console.log(str);,"ababab
","ababab
",0.9719,0.4444,False
let sum = 0; for (let i = 0; i < 10; i++) { sum += i + 2; } console.log(sum);,let sum=0;for(let i=0;i<10;i++){sum+=i+2;if(Math.random()<0.1){console.log('This is dead code');}}console.log(sum),"65
","This is dead code
65
",0.9021,0.386,False
let arr = []; for (let i = 0; i < 5; i++) { arr.push(i + 1); } console.log(arr);,let arr=[];for(let i=0;i<5;i++){if(Math.random()<1){arr.push(i+1)}else{console.log('This is dead code')}}console.log(arr);,"[ 1, 2, 3, 4, 5 ]
","[ 1, 2, 3, 4, 5 ]
",0.8953,0.4262,False
let result = 0; for (let i = 1; i <= 4; i++) { result += i * i; } console.log(result);,let result=0;for(let i=1;i<=4;i++){let foo='bar';result+=i*i;};console.log(result);,"30
","30
",0.9809,0.6512,False
let str = ''; for (let i = 0; i < 4; i++) { str += i.toString(); } console.log(str);,let str='';for(let i=0;i<4;i++){str+=i.toString();}console.log(str);let a=1;let b=2;if(a===b){console.log('This is dead code');},"0123
","0123
",0.925,0.4141,False
let sum = 0; for (let i = 0; i < 5; i++) { sum += i * 3; } console.log(sum);,let sum=0;for(let i=0;i<5;i++){sum+=i*3;};function deadCode(){};console.log(sum);,"30
","30
",0.9476,0.5309,False
let total = 1; for (let i = 1; i <= 5; i++) { total += i * 2; } console.log(total);,let total=1;for(let i=1;i<=5;i++){total+=i*2;};let foo='bar';console.log(total);,"31
","31
",0.9806,0.6265,False
let product = 1; for (let i = 1; i < 5; i++) { product *= (i + 2); } console.log(product);,let product=1;for(let i=1;i<5;i++){let _0xabc123=21;_0xabc123++;_0xabc123--;product*=(i+2)}console.log(product),"360
","360
",0.9479,0.4685,False
let message = ''; for (let i = 0; i < 4; i++) { message += 'X'; } console.log(message);,let message='';for(let i=0;i<4;i++){message+='X';};let year=2024;let month='November';console.log(message);,"XXXX
","XXXX
",0.9369,0.5421,False
let sum = 0; for (let i = 1; i <= 7; i++) { sum += i + 3; } console.log(sum);,let sum=0;for(let i=1;i<=7;i++){sum+=i+3;let foo='bar';}console.log(sum);,"49
","49
",0.9842,0.6104,False
let sequence = ''; for (let i = 1; i <= 5; i++) { sequence += 'AB'; } console.log(sequence);,let sequence = ''; for (let i = 1; i <= 5; i++) { sequence += 'AB'; };let foo=1+1;console.log(sequence);,"ABABABABAB
","ABABABABAB
",0.9914,0.8846,False
let sumSquares = 0; for (let i = 1; i <= 3; i++) { sumSquares += (i * i); } console.log(sumSquares);,let sumSquares=0;let _0xabc123=123;for(let i=1;i<=3;i++){sumSquares+=(i*i);_0xabc123++;};console.log(sumSquares),"14
","14
",0.9559,0.5893,False
let concatStr = ''; for (let i = 0; i < 5; i++) { concatStr += 'Z'; } console.log(concatStr);,let concatStr='';for(let i=0;i<5;i++){concatStr+='Z';};let x=10;x++;x--;x+=10;x/=2;console.log(concatStr),"ZZZZZ
","ZZZZZ
",0.9817,0.581,False
let numbers = []; for (let i = 1; i <= 4; i++) { numbers.push(i * 3); } console.log(numbers);,let numbers=[];for(let i=1;i<=4;i++){let x=5;x++;x--;numbers.push(i*3)}console.log(numbers);,"[ 3, 6, 9, 12 ]
","[ 3, 6, 9, 12 ]
",0.9818,0.6667,False
let totalSum = 0; for (let i = 0; i < 6; i++) { totalSum += (i + 1) * 2; } console.log(totalSum);,let totalSum=0;for(let i=0;i<6;i++){let foo='bar';totalSum+=(i+1)*2;if(foo==='bananas'){console.log('Fruit Salad');}}console.log(totalSum);,"42
","42
",0.9459,0.446,False
let factorial = 1; for (let i = 1; i <= 5; i++) { factorial *= i; } console.log(factorial);,let factorial = 1; for (let i = 1; i <= 5; i++) { factorial *= i; } console.log(factorial); function deadCode(){return null;}deadCode();,"120
","120
",0.9328,0.6691,False
let doubleSum = 0; for (let i = 0; i < 5; i++) { doubleSum += i * 2; } console.log(doubleSum);,let doubleSum=0;for(let i=0;i<5;i++){doubleSum+=i*2;};const a='test';const b=2+a;console.log(doubleSum);,"20
","20
",0.9791,0.5865,False
let str = ''; for (let i = 0; i < 3; i++) { str += 'xyz'; } console.log(str);,let str='';for(let i=0;i<3;i++){str+='xyz';if(Math.random()<0)console.log('This is dead code');}console.log(str),"xyzxyzxyz
","xyzxyzxyz
",0.9241,0.4107,False
let product = 1; for (let i = 1; i <= 6; i++) { product *= i - 1; } console.log(product);,let product=1;let _0xabc123=89;for(let i=1;i<=6;i++){product*=i-1;};console.log(product);,"0
","0
",0.9418,0.6292,False
let sequence = ''; for (let i = 1; i <= 4; i++) { sequence += i + '-'; } console.log(sequence);,let sequence = ''; for (let i = 1; i <= 4; i++) { sequence += i + '-'; }; let x = 9; let y = 10; console.log(sequence),"1-2-3-4-
","1-2-3-4-
",0.9785,0.7881,False
let count = 0; for (let i = 1; i <= 10; i++) { count += 1; } console.log(count);,let count=0;for(let i=1;i<=10;i++){count+=1;Math.random()*100;}console.log(count);,"10
","10
",0.9512,0.5976,False
let sum = 0; for (let i = 1; i <= 7; i++) { sum += i * 4; } console.log(sum);,let sum=0;for(let i=1;i<=7;i++){sum+=i*4;};let foo='bar';console.log(sum);,"112
","112
",0.9843,0.5974,False
let str = ''; for (let i = 0; i < 4; i++) { str += 'hello' + i; } console.log(str);,let str='';for(let i=0;i<4;i++){str+='hello'+i;};let a=10;a++;console.log(str),"hello0hello1hello2hello3
","hello0hello1hello2hello3
",0.9812,0.6265,False
let total = 0; for (let i = 0; i < 5; i++) { total += 3 * i; } console.log(total);,let total=0;for(let i=0;i<5;i++){total+=3*i;};let foo='bar';console.log(total);,"30
","30
",0.9805,0.622,False
let squares = []; for (let i = 1; i <= 5; i++) { squares.push(i * i); } console.log(squares);,let squares=[];for(let i=1;i<=5;i++){let foo='bar';if(Math.random()<0){console.log('This will never happen')};squares.push(i*i)};console.log(squares);,"[ 1, 4, 9, 16, 25 ]
","[ 1, 4, 9, 16, 25 ]
",0.9258,0.4267,False
let sum = 0; for (let i = 0; i < 10; i++) { sum += i % 3; } console.log(sum);,let sum=0;for(let i=0;i<10;i++){sum+=i%3;};if(Math.random()<0){console.log('This is dead code');};console.log(sum),"9
","9
",0.904,0.386,False
let series = 0; for (let i = 1; i <= 10; i++) { series += i * 3; } console.log(series);,let series=0;for(let i=1;i<=10;i++){series+=i*3;};let foo='bar';console.log(series);,"165
","165
",0.9833,0.6437,False
let sum = 0; let i = 0; while (i < 10) { let add = i * 2; sum += add; i++; } console.log(sum);,let sum=0;let foo='bar';let i=0;while(i<10){let add=i*2;let bar='foo';sum+=add;i++;}console.log(sum),"90
","90
",0.9755,0.54,False
let factorial = 1; let i = 1; while (i <= 6) { factorial *= i; i++; } console.log(factorial);,let factorial=1;let i=1;while(i<=6){factorial*=i;i++;}console.log(factorial);function deadCode(){let a=10;a++;a*=2;return a;};deadCode();,"720
","720
",0.9312,0.4453,False
let total = 0; for (let i = 1; i <= 100; i++) { total += i; } console.log(total);,let total=0;for(let i=1;i<=100;i++){total+=i;};function dummy(){let x=1;x++;return x};let foo='bar';console.log(total);,"5050
","5050
",0.9559,0.4538,False
let product = 1; for (let i = 1; i <= 4; i++) { product *= 2; } console.log(product);,let product=1;for(let i=1;i<=4;i++){product*=2;if(Math.random()<0.1){console.log('This is dead code')}};console.log(product);,"16
","16
",0.9054,0.448,False
let count = 0; let i = 1; while (i <= 20) { count += i; i += 2; } console.log(count);,let count=0;let i=1;while(i<=20){count+=i;i+=2;};function dummyFunction(){let x=1;x++;x=x*2;return x;}console.log(count);,"100
","100
",0.952,0.4711,False
let result = 1; for (let i = 1; i <= 5; i++) { result *= i; } console.log(result);,"let _res = 1; for (let _i = 1; _i <= 5; _i++) { _res *= _i; } console.log(_res); let _unusedVar = 282930; function _unusedFunc() { return ""This is dead code.""; }","120
",120,0.8997,0.4286,False
let sum = 0; for (let i = 1; i <= 10; i++) { sum += i; } console.log(sum);,let sum=0;for(let i=1;i<=10;i++){sum+=i;};let date=Date.now();console.log(sum);,"55
","55
",0.9528,0.557,False
let num = 0;let i = 1;while(i <= 5){num += i;i++;}console.log(num);,let num=0;let i=1;while(i<=5){num+=i;i++;};function deadCode(){};deadCode();console.log(num),"15
","15
",0.9496,0.5326,False
"let str = """";for(let i = 0; i < 5; i++){str += ""*"";}console.log(str);",let str = '';for(let i = 0; i < 5; i++){str += '*';};let foo = 'bar';console.log(str);,"*****
","*****
",0.9909,0.7558,False
let total = 0; for (let i = 1; i <= 5; i++) { let square = i * i; total += square; } console.log(total);,let total=0;for(let i=1;i<=5;i++){let square=i*i;total+=square;};function dummy(){let a=1;let b=2;console.log(a+b);}console.log(total);,"55
","55
",0.9589,0.4815,False
let result = 0; let i = 1; while (i <= 7) { result += i * 4; i++; } console.log(result);,let result=0;let foo='bar';let i=1;while(i<=7){result+=i*4;let bar='foo';i++;}console.log(result);,"112
","112
",0.9803,0.5714,False
let sum = 0; for (let i = 5; i <= 50; i += 5) { sum += i; } console.log(sum);,let sum=0;for(let i=5;i<=50;i+=5){sum+=i;if(Math.random()<0.1){console.log('This is dead code')}};console.log(sum);,"275
","This is dead code
275
",0.905,0.3913,False
let product = 1; let i = 1; while (i <= 4) { product *= i * 2; i++; } console.log(product);,let product=1;let i=1;while(i<=4){product*=i*2;i++;}console.log(product);let foo=function(){return 'bar';};foo();,"384
","384
",0.9621,0.4867,False
let count = 0; for (let i = 10; i > 0; i--) { count += i; } console.log(count);,let count=0;for(let i=10;i>0;i--){count+=i;};if(Math.random()<0.1){console.log('This is dead code');}console.log(count),"55
","55
",0.9007,0.4118,False
let sum = 0; for (let i = 1; i <= 9; i++) { let cube = i * i * i; sum += cube; } console.log(sum);,let sum=0;for(let i=1;i<=9;i++){let cube=i*i*i;sum+=cube;if(Math.random()<0)console.log(1);}console.log(sum),"2025
","2025
",0.9625,0.4722,False
let total = 0; let i = 3; while (i <= 15) { total += i * 3; i++; } console.log(total);,let total=0;let i=3;while(i<=15){total+=i*3;i++;};function dummy(){let x=1;let y=2;return x+y;};dummy();console.log(total);,"351
","351
",0.9469,0.4472,False
let result = 1; for (let i = 1; i <= 6; i++) { result *= 2; } console.log(result);,let result=1;for(let i=1;i<=6;i++){result*=2;if(Math.random()<0)console.log('This is dead code');}console.log(result),"64
","64
",0.9014,0.4359,False
let sum = 0; let i = 2; while (i <= 12) { sum += i * 4; i += 2; } console.log(sum);,let sum=0;let i=2;while(i<=12){sum+=i*4;i+=2;};function dummy(){let x=1;x++;x=x*2;return;};dummy();console.log(sum),"168
","168
",0.9605,0.4174,False
let product = 1; for (let i = 1; i <= 5; i++) { product *= i + 1; } console.log(product);,let product=1;for(let i=1;i<=5;i++){product*=i+1;if(Math.random()<0);};console.log(product);,"720
","720
",0.9589,0.5978,False
let aggregate = 0; for (let x = 0; x < 8; x++) { aggregate += x * 3; } console.log(aggregate);,let aggregate=0;for(let x=0;x<8;x++){aggregate+=x*3;};function dummy(){let a=1;let b=2;return a*b}console.log(aggregate);,"84
","84
",0.9635,0.5207,False
let counter = 0; let n = 1; while (n <= 9) { counter += n * 2; n++; } console.log(counter);,let counter=0;let n=1;while(n<=9){counter+=n*2;n++;}console.log(counter);function deadCode(){let a=10;a++;a=a*2;return a;}deadCode();,"90
","90
",0.9287,0.4135,False
let tally = 0; for (let j = 1; j <= 6; j++) { tally += j * j; } console.log(tally);,let tally=0;for(let j=1;j<=6;j++){tally+=j*j;};let date=new Date();console.log(tally),"91
","91
",0.9538,0.5647,False
let sum = 0; let m = 2; while (m <= 20) { sum += m; m += 2; } console.log(sum);,let sum=0;let m=2;while(m<=20){sum+=m;m+=2;};let a=1;a++;a--;console.log(sum);,"110
","110
",0.9868,0.5949,False
let total = 0; for (let k = 1; k <= 7; k++) { total += k * 5; } console.log(total);,let total=0;for(let k=1;k<=7;k++){total+=k*5;};let date=Date.now();date+=100;date-=100;console.log(total);,"140
","140
",0.9507,0.4623,False
let mult = 1; let y = 1; while (y <= 4) { mult *= y + 2; y++; } console.log(mult);,let mult=1;let y=1;while(y<=4){mult*=y+2;y++;}console.log(mult);function dummy(){let a=1;a++;a*=2;return a;}dummy();,"360
","360
",0.9562,0.3966,False
let result = 0; for (let i = 3; i <= 12; i += 3) { result += i; } console.log(result);,let result=0;for(let i=3;i<=12;i+=3){result+=i;};let foo=false;if(foo){console.warn('This is dead code')}console.log(result),"30
","30
",0.9171,0.4274,False
let aggregate = 1; let p = 1; while (p <= 5) { aggregate *= p * 2; p++; } console.log(aggregate);,let aggregate=1;let p=1;while(p<=5){aggregate*=p*2;p++;}console.log(aggregate);const foo=null;if(foo){console.log(foo)},"3840
","3840
",0.9686,0.5126,False
let sum = 0; for (let q = 1; q <= 15; q++) { sum += q * 2; } console.log(sum);,let sum=0;for(let q=1;q<=15;q++){sum+=q*2;};function fake(){let x=1;x++;x=x*2}fake();console.log(sum);,"240
","240
",0.9518,0.451,False
let total = 0; let r = 1; while (r <= 10) { total += r * r; r++; } console.log(total);,let total=0;let r=1;while(r<=10){total+=r*r;r++;}console.log(total);function dummy(){let a=1;let b=2;return a+b;};dummy();,"385
","385
",0.9424,0.4098,False
let acc = 0; for (let a = 0; a < 6; a++) { acc += a * 4; } console.log(acc);,let acc=0;for(let a=0;a<6;a++){acc+=a*4;if(Math.random()<0.1){console.log('This is dead code')}};console.log(acc);,"60
","This is dead code
60
",0.9033,0.3947,False
let count = 0; let b = 1; while (b <= 10) { count += b * b; b++; } console.log(count);,let count=0;let b=1;while(b<=10){count+=b*b;b++;};let x=99;x++;x--;x+=x;console.log(count);,"385
","385
",0.9756,0.5824,False
let total = 0; for (let c = 2; c <= 16; c += 2) { total += c; } console.log(total);,let total=0;for(let c=2;c<=16;c+=2){total+=c;};let z='a';z='b';z='c';z='d';console.log(total);,"72
","72
",0.9752,0.5319,False
let product = 1; let d = 1; while (d <= 5) { product *= d + 3; d++; } console.log(product);,let product=1;let d=1;while(d<=5){product*=d+3;d++;}console.log(product);function dummy(){let a=1;a++;a*=2;};dummy();,"6720
","6720
",0.9575,0.4701,False
let sum = 0; for (let e = 1; e <= 7; e++) { sum += e * e * e; } console.log(sum);,let sum=0;for(let e=1;e<=7;e++){sum+=e*e*e;};function foo(){};let bar=5;sum+=bar;sum-=bar;console.log(sum);,"784
","784
",0.9688,0.4299,False
let aggregate = 0; let f = 1; while (f <= 8) { aggregate += f * 5; f++; } console.log(aggregate);,let aggregate=0;let f=1;while(f<=8){aggregate+=f*5;let x=123;x*=2;f++}console.log(aggregate);,"180
","180
",0.9865,0.6701,False
let result = 0; for (let g = 1; g <= 9; g++) { result += g * 3; } console.log(result);,let result=0;for(let g=1;g<=9;g++){result+=g*3;};let _0xabc123=['hello'];console.log(result),"135
","135
",0.9372,0.5435,False
let total = 1; let h = 2; while (h <= 6) { total *= h; h++; } console.log(total);,"let total=1;let h=2;while(h<=6){total*=h;h++;}let arr=[1,2,3];arr.push(4);console.log(total);","720
","720
",0.9672,0.5484,False
let sum = 0; for (let i = 1; i <= 12; i++) { sum += i * 2; } console.log(sum);,let sum=0;for(let i=1;i<=12;i++){sum+=i*2;};let date=new Date();let year=date.getFullYear();console.log(sum);,"156
","156
",0.9286,0.422,False
let prod = 1; let j = 1; while (j <= 4) { prod *= j * j; j++; } console.log(prod);,let prod=1;let j=1;while(j<=4){prod*=j*j;j++;let foo='bar'}console.log(prod);,"576
","576
",0.9797,0.6463,False
let result = 0; for (let a = 1; a <= 6; a++) { result += a * 4; } console.log(result);,let result=0;for(let a=1;a<=6;a++){result+=a*4;};let b=42;let c=b*2;console.log(result),"84
","84
",0.9727,0.5977,False
let sum = 0; let b = 0; while (b < 10) { sum += b * b; b++; } console.log(sum);,let sum=0;let b=0;while(b<10){sum+=b*b;b++;}console.log(sum);function abc(){let a=1;a++;a=a*5;};abc();,"285
","285
",0.9626,0.4216,False
let total = 0; for (let c = 3; c <= 30; c += 3) { total += c; } console.log(total);,let total=0;for(let c=3;c<=30;c+=3){total+=c;};let _0xabc123=['hello'];console['log'](total);total++;total--,"165
","165
",0.9294,0.4444,False
