code,output,obfuscate code,obfuscate output,obfuscation type
"""123#abc$456&xyz!789@""",,"""708#bca$234&zxy!951@""",,Naming Obfuscation
let num = 42;console.log(num);,,"""let n=42;console.log(n);""
",,Naming Obfuscation
"'(function(){return""Hello, world!""})()'",,"""(function a(){return""Hello, world!""})()""
",,Naming Obfuscation
console.log('Life is like a box of chocolates'),,"""_1b4f""['log']('Life is like a box of chocolates'); 
",,Naming Obfuscation
"const isRainy = true;
const isSunny = !isRainy;
console.log(isSunny);",,"""const _0x34ab81=true;const _0x41ac5a=!_0x34ab81;console.log(_0x41ac5a);""
",,Naming Obfuscation
let name = 'Carlo';console.log(name);console.log(name);console.log(name);console.log(name);console.log(name);,,"""let _0xabc123='Carlo';console.log(_0xabc123);console.log(_0xabc123);console.log(_0xabc123);console.log(_0xabc123);console.log(_0xabc123);""
",,Naming Obfuscation
const x = ((3+1)*5)*2+1;console.log(x);,,"""const a=((3+1)*5)*2+1;console.log(a);""
",,Naming Obfuscation
"`[1,2,3].map(x=>x*x). forEach(x=>console.log(x));`",,"""_[1,2,3].map(_0=>_0*_0).forEach(_1=>console.log(_1));""
",,Naming Obfuscation
"const evens = [2,4,6,8,10];
const result = evens.map(x=>x*x).map(x=>x/2);
console.log(result);",,"""const _0x4d37=['map','log'];const _0x35e7=[2,4,6,8,10];const _0x3251=_0x35e7[_0x4d37[0]](_0x1b5d=>_0x1b5d*_0x1b5d)[_0x4d37[0]](_0x430d=>_0x430d/2);console[_0x4d37[1]](_0x3251);""
",,Naming Obfuscation
"console.log([[[2],[5]],[[8],[7]]][0][0]+[[[2],[5]],[[8],[7]]][1][0]);",,"""console.log(s=[[2],[5]],e=[[8],[7]],s[0][0]+e[1][0]);""
",,Naming Obfuscation
console.log(typeof undefined===undefined);,,"""console.log(_0x1234==(typeof _0x1234))""
",,Naming Obfuscation
'let a = Boolean(5); console.log( a);',,"""let _b_=Boolean(5);console.log(_b_);""
",,Naming Obfuscation
"console.log(Math.min(10,10,10,10,10,10,10,10,10,10))",,"""a(a,a,a,a,a,a,a,a,a,a)"";
",,Naming Obfuscation
let sum = 2 + 2 + 2 + 2 + 2;console.log(sum);,,"""let _0x1a43d1=2+2+2+2+2;console.log(_0x1a43d1);""
",,Naming Obfuscation
"[1,2,3,4].map(i=>console.log(i))",,"""[1,2,3,4].map(a=>console.log(a))""
",,Naming Obfuscation
let name = 'Carlo';console.log(name + ' ' + 'Rossi');,,"""let _0xabc123='Carlo';console.log(_0xabc123+' '+'Rossi');""
",,Naming Obfuscation
"let result = '1,2,3,4,5'; console.log(result);",,"""let a='1,2,3,4,5';console.log(a);""
",,Naming Obfuscation
"let emoji = 'a&#x1f600;b&#x1f604;';console.log(emoji.replace(/[a-z]/g, ''));",,"""let _emoji='a&#x1f600;b&#x1f604;';console.log(_emoji.replace(/[a-z]/g,''))""
",,Naming Obfuscation
"console.log(!!{}.length?""truthy"":""falsy"")",,"""console.log(_0xaaa7={}.length?_0xaaa8:_0xaaa9);var _0xaaa8='truthy',_0xaaa9='falsy'""
",,Naming Obfuscation
console.log(1+4/2*5-10),,"""console['log'](1+4/2*5-10);""",,Naming Obfuscation
"let name = 'Cookie';console.log(""The dogs name is"", name);",,"""let e='Cookie';console.log('The dogs name is',e);""
",,Naming Obfuscation
"let array = [""example"", ""array"", ""list""];console.log(array[2]);",,"""let a=['example','array','list'];console.log(a[2]);""
",,Naming Obfuscation
let name = 'Jane';console.log('Her name is ' + name);,,"""let _0x2122=['Jane'];console.log('Her name is '+_0x2122[0]);""
",,Naming Obfuscation
let a = 1; let b = 2; let c = 3; console.log(a + b + c);,,"""let _0xabc123=1;let _0xdef456=2;let _0xghi789=3;console.log(_0xabc123+_0xdef456+_0xghi789);""
",,Naming Obfuscation
"""Hello World!""; console.log(""Hello World!"");",,"""\""Hello World!\"";console.log(\""Hello World!\"");""",,Naming Obfuscation
"let testArray = ['a', 'b', 'c']; console.log(testArray[1]); console.log(testArray[0]);",,"""let _A2B=['a','b','c'];console.log(_A2B[1]);console.log(_A2B[0]);""
",,Naming Obfuscation
let sum = 3+5;console.log(sum);,,"""let _a=3+5;console.log(_a);""
",,Naming Obfuscation
let num = 3;let total = 0;for (let i = 0; i < num; i++) { total += i + 1; };console.log(total);,,"""let _a=3;let _b=0;for(let _c=0;_c<_a;_c++){_b+=_c+1};console.log(_b);""
",,Naming Obfuscation
"let name = ""Adam"";console.log(name + "" West"");",,"""let _0xabc123='Adam';console.log(_0xabc123+' West');""",,Naming Obfuscation
"let array = [1, 5, 2];console.log(array[2]);",,"""let _0x423a=['_0x32ea',2];console['log'](_0x423a[_0x423a[1]]);""
",,Naming Obfuscation
"""use strict"";console.log((4+4)*3-4);",,"""use strict"";console.log((_0xAB12+_0xAB12)*_0x3-_0x4);
",,Naming Obfuscation
let answer = 2 + 2;console.log(answer);,,"""let a=2+2;console.log(a);""
",,Naming Obfuscation
let x = Math.sin(0);console.log(x);,,"""let _0xabc123=Math['sin'](0);console['log'](_0xabc123);""",,Naming Obfuscation
"let word = ""hello""; console.log(word);",,"""let a='hello';console.log(a);""
",,Naming Obfuscation
'Test: Good';console.log('Test: Good');,,"""'7869231':\x20'Good\x20Test';console['\x6cog']('7869231:\x20Good');""",,Naming Obfuscation
let str1 = 'Hello';let str2 = 'World';console.log(str1 + ' ' + str2);,,"""letaI9='Hello';letstr22='World';console.log(letaI9+' '+str22);""
",,Naming Obfuscation
let course = 'javascript';console.log(course),,"""let _0xabc123='javascript';console.log(_0xabc123);""
",,Naming Obfuscation
let favoriteFood = 'Pizza';  console.log(favoriteFood);,,"""let f='Pizza';console.log(f);""
",,Naming Obfuscation
let x = 1; let y = 2; let z = x + y;console.log(z);,,"""let a=1;let b=2;let c=a+b;console.log(c);""
",,Naming Obfuscation
console.log(1 + 2 + 3 - 4 * 5 + 6 / 3);,,"""console['log'](1 + 2 + 3 - 4 * 5 + 6 / 3);""
",,Naming Obfuscation
let a = 5; let b = 7; console.log(a * b);,,"""let _a=5;let _b=7;console.log(_a*_b);""
",,Naming Obfuscation
let firstName = 'Jet';let lastName = 'Set';console.log(firstName + ' ' + lastName);,,"""let _0x4150=[' ','+'];let _0x37c8=_0x4150[1];let _0x5013='Jet';let _0x1a25='Set';console['log'](_0x5013+_0x4150[0]+_0x1a25);""
",,Naming Obfuscation
console.log('apple' + 'banana' + 'cherry');,,"""let a='apple',b='banana',c='cherry';console.log(a+b+c);""",,Naming Obfuscation
"console.log(1 === 2,2 === 2,3 === 2);",,"""x9z2g7w(437598===535231,2===2,3===2);""",,Naming Obfuscation
function ping() { return 'pong'; } ;console.log(ping());,,"""function a(){return'pong';};console.log(a());""
",,Naming Obfuscation
"let greeting = ""Hello, world!""; console.log(greeting);",,"""let _0xabc123='Hello, world!';console.log(_0xabc123);""
",,Naming Obfuscation
"let name = ""Gary"";
let city = ""NYC"";
let age = 25;
let country = ""USA"";
console.log(`My name is ${name}, age is ${age}, and I live in ${city}, and from country ${country}.`);",,"""let _0x3d5f=['Gary','NYC',25,'USA'];let _0x4b33=_0x3d5f[0];let _0x2cf5=_0x3d5f[1];let _0x5998=_0x3d5f[2];let _0x4970=_0x3d5f[3];console.log(`My name is ${_0x4b33}, age is ${_0x5998}, and I live in ${_0x2cf5}, and from country ${_0x4970}.`);""",,Naming Obfuscation
let name = 'John';console.log(name);,,"""let _0xabc123='John';console.log(_0xabc123);""
",,Naming Obfuscation
'let _2 = 3 + 4;let _3 = 6 * 7;console.log(_2);console.log(_3);',,"""let _0xabc123=_0x123456+_0x234567;let _0x987654=_0x345678*_0x456789;console['log'](_0xabc123);console['log'](_0x987654);""
",,Naming Obfuscation
let name = 'Carlo'; console.log(name);,,"""let _0xabc123='Carlo';console.log(_0xabc123);""
",,Naming Obfuscation
let v = '!';console.log(v.repeat(12));,,"""let a='!';console.log(a.repeat(12));""
",,Naming Obfuscation
let result = (10 * 5) + 10;console.log(result);,,"""let _b=(10*5)+10;console.log(_b);""
",,Naming Obfuscation
let eight = 8;console.log(eight);,,"""leteight=8;console.log(leteight);""",,Naming Obfuscation
"let one = 1;
let two = 2;
let three = one + two;
console.log(one);
console.log(two);
console.log(three);",,"""let _0x1a4f=['log'];let _0x40ee=1;let _0x4658=2;let _0x16d2=_0x40ee+_0x4658;console[_0x1a4f[0]](_0x40ee);console[_0x1a4f[0]](_0x4658);console[_0x1a4f[0]](_0x16d2);""
",,Naming Obfuscation
"let name = ""Carlo""; console.log(name + "" is a great example."");",,"""let _0xabc123='Carlo';console.log(_0xabc123+' is a great example.');""",,Naming Obfuscation
"let string = ""JavaScript"";console.log(string);
",,"""let _0xabc123='JavaScript';console['log'](_0xabc123);""
",,Naming Obfuscation
"let sentence = ""This is a simple javascript statement.""; console.log(sentence);",,"""let a='This is a simple javascript statement.';console.log(a);""
",,Naming Obfuscation
"'console.log(1 + 2 + ""45"" + 6 + 7);';",,"""let a=1+2+'45'+6+7;console.log(a);"";",,Naming Obfuscation
"let greetings = 'Hello, World!';console.log(greetings);",,"""let _0x39a8=['Hello, World!';'log'];(function(_0x4398,_0x239a){let _0x426b=_0x4398[_0x239a];console[_0x426b](_0x39a8[0x0]);}({},{'log':_0x39a8[0x1]}));""",,Naming Obfuscation
let number = 9; console.log(number + number);,,"""let a=9;console.log(a+a);""
",,Naming Obfuscation
const name = 'Carlo'; console.log(name);,,"""const _0xabc123='Carlo';console.log(_0xabc123);""
",,Naming Obfuscation
let x = 1; let y = 2; console.log(x + y);,,"""leta=1;letb=2;console.log(a+b);""
",,Naming Obfuscation
let sum = 5+5;console.log(sum);,,"""let _a=5+5;console.log(_a);""",,Naming Obfuscation
"let name = 'Carlo';console.log(name);console.log('Hello', name + '!');",,"""let _0xabc123='Carlo';console.log(_0xabc123);console.log('Hello',_0xabc123+'!');""
",,Naming Obfuscation
'let num1 = 1;let num2 = 2;console.log(num1 + num2);',,"""let _0xabc123=1;let _0xdef456=2;console.log(_0xabc123+_0xdef456);""
",,Naming Obfuscation
let name = 'Ada';console.log(name);,,"""let _0xabc123='Ada';console.log(_0xabc123);""
",,Naming Obfuscation
"let greeting = ""Hello World!"";console.log(greeting);",,"""let a='Hello World!';console.log(a);""
",,Naming Obfuscation
"let x = 5;
let y = 10;
console.log(x+y);",,"""let _0x1234=(5);let _0x5678=(10);console.log(_0x1234+_0x5678);""
",,Naming Obfuscation
"let name = ""Carlo"";console.log(name);",,"""let _0xabc123='Carlo';console.log(_0xabc123);""
",,Naming Obfuscation
"let name = ""William Afton""; console.log(name + "" is a fictional character."");",,"""let _0x4522eb=['3310YTrhzn','1106425QEpFJB','780695bQOwSM',' fictional character.','1094242jWtWmK','533117eKmHzK','1346813eFpbQZ','log','1295590jNmPDn','4048904YdvwUy','William Afton'];let _0x2df160=function(_0x5a4939,_0x10b399){_0x5a4939=_0x5a4939-0x199;let _0x4522eb=_0x4522eb[_0x5a4939];return _0x4522eb;};let _0x543001=_0x2df160;(_function(_0x521b7b,_0x15d714){let _0x47a7ee=_0x2df160,_0x11a375=_0x521b7b();while(!![]){try{let _0x4a7348=-parseInt(_0x47a7ee(0x1a1))/0x1*(-parseInt(_0x47a7ee(0x19e))/0x2)+-parseInt(_0x47a7ee(0x19f))/0x3+parseInt(_0x47a7ee(0x1a3))/0x4*(-parseInt(_0x47a7ee(0x19d))/0x5)+parseInt(_0x47a7ee(0x1a0))/0x6+parseInt(_0x47a7ee(0x1a6))/0x7*(-parseInt(_0x47a7ee(0x1a4))/0x8)+-parseInt(_0x47a7ee(0x1a2))/0x9+parseInt(_0x47a7ee(0x19c))/0xa;if(_0x4a7348===_0x15d714)break;else _0x11a375['push'](_0x11a375['shift']());}catch(_0x25543b){_0x11a375['push'](_0x11a375['shift']());}}}(_0x4522eb,0x9962e));let _0x1a4581=_0x543001(0x1a5),_0x54639b=_0x543001(0x199);console[_0x543001(0x1a7)](_0x1a4581+_0x54639b);",,Naming Obfuscation
let name = 'Carlo';console.log(name);console.log('Carlo');console.log(`Carlo`),,"""let _0x5080c3='Carlo';console['log'](_0x5080c3);console['log']('Carlo');console['log'](`Carlo`);""",,Naming Obfuscation
let age = 18;console.log(age >= 18 ? 'adult' : 'child');,,"""leta=18;console.log(a>=18?'adult':'child');""
",,Naming Obfuscation
'console.log(5 * (1 + 2));',,"""console['log'](5*(1+2));""",,Naming Obfuscation
"console.log(""This is a string literal;"")",,"""c=['log'];window['console'][c[0]]('This is a string literal;')""
",,Naming Obfuscation
"console.log('This','is','a','simple','javascript','program');",,"""eOn897('Th234','i21s','234a','sim23ple','ja23vasc2ript','pr2ogram');""
",,Naming Obfuscation
console.log('Hello Coders!');,,"""c_o_n_s_o_l_e['l\x6fg']('\x48ell\x6f C\x6fders!');""
",,Naming Obfuscation
"let name = 'Carlo'; console.log(name + ', ' + 'Marlo');",,"""let _0xabc123='Carlo';console.log(_0xabc123+', '+'Marlo');""
",,Naming Obfuscation
"function greet(name) {console.log(""Hello,""+name+""!"");}greet(""John"")",,"""function _0xabc123(_0x123abc){console.log(\""Hello,\""+_0x123abc+\""!\"");}_0xabc123(\""John\"")""
",,Naming Obfuscation
"let name = 'Carlo';console.log(name);let age = 25;console.log(age);let hobby = 'programming';console.log(hobby);let quote = '""Live and learn""';console.log(quote);let fact = 1 + 1 == 2;console.log(fact);",,"""let _0x56452a='Carlo';console['log'](_0x56452a);let _0x1012c6=25;console['log'](_0x1012c6);let _0x3d94ea='programming';console['log'](_0x3d94ea);let _0x411195='\""Live and learn\""';console['log'](_0x411195);let _0x5a716e=1+1==2;console['log'](_0x5a716e);""
",,Naming Obfuscation
"let name = ""Carlo"";console.log(name);",,"""let _0xabc123='Carlo';console.log(_0xabc123);""
",,Naming Obfuscation
let wow = 'HOLA';console.log(wow);,,"""let _a='HOLA';console.log(_a);""
",,Naming Obfuscation
"let x = 10, y = 5, sum = x + y; console.log(sum);",,"""let _0x342b=['\\x6c\\x6f\\x67'];(function(_0x512543,_0x39514b){let _0x1d15bc=function(_0x1c9893){while(--_0x1c9893){_0x512543['push'](_0x512543['shift']());}};_0x1d15bc(++_0x39514b);}(_0x342b,0x168));let _0x4609=function(_0x443482,_0x400de1){_0x443482=_0x443482-0x0;let _0x4c693b=_0x342b[_0x443482];return _0x4c693b;};let _0x331a3c=0xa,_0x464889=0x5,_0x31204d=_0x331a3c+_0x464889;console[_0x4609('0x0')](_0x31204d);""
",,Naming Obfuscation
"let x = -2, y = 0, z = 2; console.log(x+y+z);",,"""let _a=-2,_b=0,_c=2;console.log(_a+_b+_c);""
",,Naming Obfuscation
let number = 16; console.log(number + 9);,,"""let a=16;console.log(a+9);""
",,Naming Obfuscation
"let name = ""Carlo""; console.log(name);",,"""let _0xabc123='Carlo';console.log(_0xabc123);""
",,Naming Obfuscation
let name = 'Carlo'; console.log(name);,,"""let _0xabc123='Carlo';console.log(_0xabc123);""
",,Naming Obfuscation
let a = 10; b = 20; console.log(a * b - 1),,"""let _a=10;_b=20;console.log(_a*_b-1);""
",,Naming Obfuscation
'let value = (3 + 7) * 2;console.log(value);',,"""let a=(3+7)*2;console.log(a);""
",,Naming Obfuscation
const num1 = 1; const num2 = 2; console.log(num1 + num2);,,"""const a=1;const b=2;console.log(a+b);""
",,Naming Obfuscation
"""let pi = 3.14159;"";
""console.log(pi);"";",,"""let _0xabc123=3.14159;console.log(_0xabc123);""
",,Naming Obfuscation
"let msg = ""Hello""; console. log(msg + "" World!"");",,"""let _0xabc123='Hello';console.log(_0xabc123+' World!');""
",,Naming Obfuscation
"let name = ""John Doe""; console.log(`Name: ${name}`);",,"""let _0xabc123='John Doe';console.log(`Name: ${_0xabc123}`);""
",,Naming Obfuscation
"let a = new Array(1,2,3);a.push(4);a.push(5);a.pop();console.log(a);",,"""let b=new Array(1,2,3);b.push(4);b.push(5);b.pop();console.log(b);""
",,Naming Obfuscation
"let name = ""Carlo""; console.log(name);",,"""let _0xabc123='Carlo';console.log(_0xabc123);""
",,Naming Obfuscation
"let name = ""Carlo"";console.log(name);",,"""let _0x1a2b='Carlo';console.log(_0x1a2b);""
",,Naming Obfuscation
let num = 12345;console.log(num + 1);,,"""let a=12345;console.log(a+1);""
",,Naming Obfuscation
"let name = ""Carlo""; console.log(name); console.log(name.length); console.log(name.length+5);",,"""let _0x5d33=['Carlo','log','length'];let _0x307c=_0x5d33[0];console[_0x5d33[1]](_0x307c);console[_0x5d33[1]](_0x307c[_0x5d33[2]]);console[_0x5d33[1]](_0x307c[_0x5d33[2]]+5);""
",,Naming Obfuscation
console.log(50*.5-30/2+1);,,"""console.log(((typeof(50*'a')=='number'?50:50)*((typeof('a'*0.5)=='number'?0.5:0.5))-((typeof(30/'a')=='number'?30:30)/((typeof('a'/2)=='number'?2:2)))+((typeof(1/'a')=='number'?1:1)));""",,Naming Obfuscation
"let hello=""Hello,""; let world = ""World!""; console.log(hello, world);",,"""let _a='Hello,';let _b='World!';console.log(_a,_b);""
",,Naming Obfuscation
"const arr = [1, 2, 3];console.log(arr.map(x => x * x));",,"""const _0x5874=['map','log'];const[_0x392b,_0x4e50]=_0x5874;const _0x1e52=[1,2,3];console[_0x4e50](_0x1e52[_0x392b](x=>x*x));""",,Naming Obfuscation
let num = 4*5;console.log(num);,,"""leta=4*5;console.log(a);""
",,Naming Obfuscation
let name = 'Eric';console.log(name);console.log(name + ' Ortiz');,,"""let _0x5cbf=['Eric','Ortiz'];let _0x278a=_0x5cbf[0];console['log'](_0x278a);console['log'](_0x278a+' '+_0x5cbf[1]);""
",,Naming Obfuscation
"let name = ""Carlo"";console.log(name + "", oh, "" + name);",,"""let _0xabc123='Carlo';console.log(_0xabc123+', oh, '+_0xabc123);""
",,Naming Obfuscation
"""Hello JavaScript""; console.log(""Hello JavaScript"");",,"""a='_Hello JavaScript';console.log(a)"";
",,Naming Obfuscation
console.log('Hello World!');,,"""a_b_c('Hello World!');""",,Naming Obfuscation
let name = 'Carlo'; console.log(name); let age = 34; console.log(age);,,"""let _0x3b5a=['Carlo',34];let _0x4079=_0x3b5a[0];console['log'](_0x4079);let _0x25e6=_0x3b5a[1];console['log'](_0x25e6);""
",,Naming Obfuscation
let total = 100 - 20; console.log(total),,"""let a=100-20;console.log(a);""
",,Naming Obfuscation
let name = 'Carlo';console.log(name + '!'),,"""let _0xabc123='Carlo';console.log(_0xabc123+'!')""
",,Naming Obfuscation
let number = 8;console.log(number);,,"""let a=8;console.log(a);""
",,Naming Obfuscation
"`let name =""john"";let age = 35; console.log(name + "" is "" + age);`",,"""let _0xabc123='john';let _0xdef456=35;console.log(_0xabc123+\"" is \""+_0xdef456);""
",,Naming Obfuscation
let num = 100;console.log(num);,,"""letaaa=100;console.log(letaaa);""
",,Naming Obfuscation
let name = 'Carlo'; console.log(name);,,"""let _0xabc123='Carlo';console.log(_0xabc123);""
",,Naming Obfuscation
'console.log(4*4);',,"""'a'['log'](0xF*4);""",,Naming Obfuscation
console.log('JavaScript');console.log('is');console.log('fun');,,"""_[0](_[1]('JavaScript'));_[0](_[1]('is'));_[0](_[1]('fun'));var _=[console,String];""
",,Naming Obfuscation
"console.log(Math.pow(2,10));",,"""console.log(_0xabc123(2,10));function _0xabc123(_0x123,_0x456){return Math.pow(_0x123,_0x456);}""",,Naming Obfuscation
let number = 5;console.log(number + 10);,,"""let a=5;console.log(a+10);""
",,Naming Obfuscation
"""use strict"";
let name;
name = 'Carlo';
console.log(name);
console.log(name + '!');",,"""use strict"";let _0x43dfc1;_0x43dfc1='Carlo';console.log(_0x43dfc1);console.log(_0x43dfc1+'!');
",,Naming Obfuscation
let one = 1;let two = 2;console.log(one + two);,,"""leta=1;letb=2;console.log(a+b);""",,Naming Obfuscation
let greeting = 'Hello'; let name = 'Carlo'; console.log(greeting + ' ' + name + '!');,,"""let _0x36e8=['Hello','Carlo'];console.log(_0x36e8[0]+' '+_0x36e8[1]+'!');""
",,Naming Obfuscation
let name = 'Sparkle'; console.log('My name is ' + name + ' and I am an AI');,,"""let _0xabc123='Sparkle';console.log('My name is '+_0xabc123+' and I am an AI');""",,Naming Obfuscation
"let first = ""Anna"";let last = ""Johnson"";console.log(first + "" "" + last);",,"""let _0xabc123='Anna';let _0xdef456='Johnson';console.log(_0xabc123+' '+_0xdef456);""
",,Naming Obfuscation
"const square = (x) => x**2;
console.log(square(3));
console.log(square(9));
console.log(square(15));",,"""const _0x5a43d1=(0x493c9e)=>0x493c9e**0x2;console['log'](_0x5a43d1(0x3));console['log'](_0x5a43d1(0x9));console['log'](_0x5a43d1(0xf));""
",,Naming Obfuscation
let name = 'Carlo'; console.log('The name is: ' + name + '!'); name = 'Sam'; console.log('Now the name is: ' + name + '!');,,"""let _0x4321=['The name is: ','!','Now the name is: '];let _0x1234='Carlo';console['log'](_0x4321[0x0]+_0x1234+_0x4321[0x1]);_0x1234='Sam';console['log'](_0x4321[0x2]+_0x1234+_0x4321[0x1]);""
",,Naming Obfuscation
let name = 'Carlo'; console.log(name); let age = 30; console.log(age);,,"""let _0x560425='Carlo';console.log(_0x560425);let _0x4288c2=30;console.log(_0x4288c2);""
",,Naming Obfuscation
"let myArray = [1,2,3,4,5];
let ArraySumming = myArray.reduce((a,b) => a + b, 0);
console.log(ArraySumming);",,"""let ggg=[1,2,3,4,5];let ttt=ggg.reduce((a,b)=>a+b,0);console.log(ttt);""
",,Naming Obfuscation
'Hi';console.log('Hello World');console.log('Hello World');console.log('Hello World');console.log('Hello World');,,"""Hi"";console.log(""Hello World"");console.log(""Hello World"");console.log(""Hello World"");console.log(""Hello World""); 
",,Naming Obfuscation
"let age = 61;
let firstName = ""Carlo"";
let height = 71;
console.log(age);
console.log(firstName);
console.log(height);",,"""letage=61;letfirstName=\""Carlo\"";letheight=71;console.log(age);console.log(firstName);console.log(height);""",,Naming Obfuscation
"""use strict"";console.log(!""true""&&!!null&&!undefined);",,"""use strict"";console.log(!a&&!!_&&!b); 
",,Naming Obfuscation
"console.log('( ? + ? + ? ) * ?');
console.log((2 + 3 + 5) * 1);
console.log('( ? - ? ) * ?');
console.log((5 - 2) * 2);
console.log('( ? / ? + ? ) * ?');
console.log((6 / 3 + 4) * 2);",,"""console['log']('( ? + ? + ? ) * ?');console['log']((2+3+5)*1);console['log']('( ? - ? ) * ?');console['log']((5-2)*2);console['log']('( ? / ? + ? ) * ?');console['log']((6/3+4)*2);""
",,Naming Obfuscation
"const add = (num1, num2) => num1 + num2; console.log(add(5, 6));",,"""const _0xabc123 = (a,b) => a + b;console.log(_0xabc123(5, 6));""
",,Naming Obfuscation
"const names = ['John', 'Jane', 'Bob', 'Alice']; console.log(names[2]); console.log(names);",,"""const _0x5105=['John','Jane','Bob','Alice'];console.log(_0x5105[2]);console.log(_0x5105);""
",,Naming Obfuscation
"number = 10;
string = ""Hello"";
boolean = true;
nullVariable = null;
undefinedVariable = undefined;
console.log(number + ""; "" + string + ""; "" + boolean + ""; "" + nullVariable + ""; "" + undefinedVariable);",,"""n=10;s=\""Hello\"";b=true;u=null;d=undefined;console.log(n+\""; \""+s+\""; \""+b+\""; \""+u+\""; \""+d)""
",,Naming Obfuscation
let name = 'John'; let age = 20; let result = name + ' is ' + age; console.log(result);,,"""let _0x3132='John';let _0x4412=20;let _0x2132=_0x3132+' is '+_0x4412;console.log(_0x2132);""
",,Naming Obfuscation
"console.log(-2E-01);
console.log(typeof -2E-01);
console.log(55 + 44);
console.log('55' + '44');
console.log(55 + '44');
console.log('55' + 44);",,"""console.log(-2E-01);console.log(typeof -2E-01);console.log(55+44);console.log('55'+'44');console.log(55+'44');console.log('55'+44);""
",,Naming Obfuscation
let x = 10;let y = 5;console.log(x + y);,,"""leta=10;letb=5;console.log(a+b);""
",,Naming Obfuscation
console.log(Array.isArray([]));console.log(Array.isArray({})),,"""a_0(b_1.c_2([]));a_0(b_1.c_2({}))"";",,Naming Obfuscation
let name = 'Carlo'; let age = 28; console.log(name + ' ' + age);,,"""let _0xabc123='Carlo';let _0xdef456=28;console.log(_0xabc123+' '+_0xdef456);""
",,Naming Obfuscation
"let a = 5, b = 10, c = a + b; console.log(c);",,"""let _0=5,_1=10,_2=_0+_1;console.log(_2);""
",,Naming Obfuscation
"let test = ""Test"";
let number = 3;
let total = test + number;
console.log(total);",,"""let _a='Test';let _b=3;let _c=_a+_b;console.log(_c);""
",,Naming Obfuscation
"let result; result = ""Hello world!""; console.log(result);",,"""let _0xabc123;_0xabc123=\""Hello world!\"";console.log(_0xabc123);""
",,Naming Obfuscation
"console.log('This is a simple string without quotes or slashes. It is under 10 lines, and it does not use control flows, loops, randomness, dates, or variables that can change depending on when called.');",,"""eFg('This is a simple string without quotes or slashes. It is under 10 lines, and it does not use control flows, loops, randomness, dates, or variables that can change depending on when called.');""
",,Naming Obfuscation
"let name = ""Mocha"";
let greeting = ""Hello, "";
console.log(greeting + name);",,"""let _0xabc123='Mocha';let _0xdef456='Hello, ';console.log(_0xdef456+_0xabc123);""
",,Naming Obfuscation
