code,output,obfuscate code,obfuscate output,obfuscation type,equal,implemented obfuscation
let a=9;let b=3;console.log(a+b),12,"""let a=9;let b=3;function dummy(){let c=1;c++;c=c*2};dummy();console.log(a+b);""
",12,Dead Code Obfuscation,TRUE,TRUE
"let str = ""abracadabra"";
console.log(str.charAt(5));",a,"""let str=\""abracadabra\"";let _0xabc123 = 123;console.log(str.charAt(5));for(let i = 0; i < _0xabc123; i++){};""
","Error: Command '['node', '-e', 'let str=\\""abracadabra\\"";let _0xabc123 = 123;console.log(str.charAt(5));for(let i = 0; i < _0xabc123; i++){};']' returned non-zero exit status 1.",Dead Code Obfuscation,FALSE,FALSE
"console.log(Math.pow(2, 8));",256,"""console.log(Math.pow(2,8));;function dummy(){};for(let i=0;i<10;i++){dummy();};""
",256,Dead Code Obfuscation,TRUE,TRUE
"const firstNames = [""Tom"", ""Dick"", ""Harry""];
console.log(firstNames[Math.floor(Math.random()*3)]);",Tom,"""const firstNames=[\""Tom\"",\""Dick\"",\""Harry\""];let _0xabc123 = 123;console.log(firstNames[Math.floor(Math.random()*3)]);_0xabc123+=1;""
","Error: Command '['node', '-e', 'const firstNames=[\\""Tom\\"",\\""Dick\\"",\\""Harry\\""];let _0xabc123 = 123;console.log(firstNames[Math.floor(Math.random()*3)]);_0xabc123+=1;']' returned non-zero exit status 1.",Dead Code Obfuscation,FALSE,FALSE
"let palindrome = ""anna""; console.log(palindrome === palindrome.split('').reverse().join(''));",TRUE,"""let palindrome='anna';console.log(1==1);console.log(palindrome===palindrome.split('').reverse().join(''));""
","true
true",Dead Code Obfuscation,FALSE,TRUE
"let name = 'example';
console.log(name+' '+name)",example example,"""let name='example';console.log(name+' '+name);let _0xabc123=0;_0xabc123++;console.log(_0xabc123);""
","example example
1",Dead Code Obfuscation,FALSE,FALSE
let a = 5; let b = 3; let c = a + b; console.log(c);,8,"""let a=5;let b=3;let c=a+b;let _0xabc123=10;_0xabc123++;console.log(c);""
",8,Dead Code Obfuscation,TRUE,FALSE
console.log(1||2&&3),1,"""console.log(1||2&&3);if(Math.random()<0.5){console.log('This is dead code')}else{console.log('This is also dead code')}""
","1
This is dead code",Dead Code Obfuscation,FALSE,TRUE
"let x = 15;
let y = 17;
let z = x + y;
console.log(z);",32,"""let x=15;let a=123;let b=a+x;let y=17;let z=x+y;console.log(z);""
",32,Dead Code Obfuscation,TRUE,TRUE
"let famousComposer = ""Beethoven""
console.log(famousComposer)",Beethoven,"""let famousComposer='Beethoven';console.log(famousComposer);function dummy(){let a=1;let b=2;let c=a+b;return c;};dummy();""
",Beethoven,Dead Code Obfuscation,TRUE,TRUE
"let n = 123;
let r1 = n % 10;
let r2 = (n % 100) - r1;
n /= 100;
let r3 = n;
console.log(r1,r2,r3);",3 20 1.23,"""let n=123;let r1=n%10;let r2=(n%100)-r1;n/=100;let r3=n;console.log(r1,r2,r3);function dummy(){let a=1;let b=2;return a+b;};dummy();""
",3 20 1.23,Dead Code Obfuscation,TRUE,TRUE
"let great=""Great""; let job=""Job"";console.log(great + "" "" + job);",Great Job,"""let great=\""Great\"";let job=\""Job\"";let foo=10;foo++;foo--;console.log(great + \"" \"" + job);""
","Error: Command '['node', '-e', 'let great=\\""Great\\"";let job=\\""Job\\"";let foo=10;foo++;foo--;console.log(great + \\"" \\"" + job);']' returned non-zero exit status 1.",Dead Code Obfuscation,FALSE,TRUE
"let name = ""Carlo"";console.log(name.toUpperCase());",CARLO,"""let name=\""Carlo\"";let foo=123;function dummy(){let a=1;let b=2;return a+b;}console.log(name.toUpperCase());""
","Error: Command '['node', '-e', 'let name=\\""Carlo\\"";let foo=123;function dummy(){let a=1;let b=2;return a+b;}console.log(name.toUpperCase());']' returned non-zero exit status 1.",Dead Code Obfuscation,FALSE,TRUE
console.log(0 instanceof Number);,FALSE,"""console.log(0 instanceof Number);if(console){console.log(0 instanceof Number);}""
","false
false",Dead Code Obfuscation,FALSE,TRUE
"let name = ""Carlo"";console.log(name)",Carlo,"""let name=\""Carlo\"";function dummy(){let x=1;x++;x=x*5;}dummy();console.log(name);""
","Error: Command '['node', '-e', 'let name=\\""Carlo\\"";function dummy(){let x=1;x++;x=x*5;}dummy();console.log(name);']' returned non-zero exit status 1.",Dead Code Obfuscation,FALSE,TRUE
let name='Jane';console.log('Hello '+`${name}`);,Hello Jane,"""let name='Jane';let _0xabc123=['test'];console.log('Hello '+`${name}`);""
",Hello Jane,Dead Code Obfuscation,TRUE,FALSE
let a = 20 + 20;console.log(a);,40,"""let a=20+20;function dummy(){let b=10;b++;console.log(b);}console.log(a);""
",40,Dead Code Obfuscation,TRUE,TRUE
console.log(('x'*3)+('o'*3)+('x'*3));,,"""console.log(('x'*3)+('o'*3)+('x'*3));function dummy(){let a=1;let b=2;return a+b;};dummy();""
",,Dead Code Obfuscation,FALSE,TRUE
"let name = ""Carlo""; console.log(name);",Carlo,"""let name=\""Carlo\"";let _0xabc123=123;console.log(name);for(let i=0;i<_0xabc123;i++){};""
","Error: Command '['node', '-e', 'let name=\\""Carlo\\"";let _0xabc123=123;console.log(name);for(let i=0;i<_0xabc123;i++){};']' returned non-zero exit status 1.",Dead Code Obfuscation,FALSE,FALSE
console.log(([]+[]).length),0,"""console.log(([]+[]).length);function obfuscate(){let a=1;let b=2;return a+b;}obfuscate();"" 
",0,Dead Code Obfuscation,TRUE,TRUE
"console.log((0,1),(2,""a""), (3,true)[[2]]);",1 a undefined,"""console.log((0,1),(2,\""a\""),(3,true)[[2]]);function dummy(){let a=1;let b=2;return a+b;};dummy();""
","Error: Command '['node', '-e', 'console.log((0,1),(2,\\""a\\""),(3,true)[[2]]);function dummy(){let a=1;let b=2;return a+b;};dummy();']' returned non-zero exit status 1.",Dead Code Obfuscation,FALSE,TRUE
"let result = 'Hello, world!';console.log(result);","Hello, world!","""let result = 'Hello, world!';console.log('This is a dummy statement');console.log(result);""
","This is a dummy statement
Hello, world!",Dead Code Obfuscation,FALSE,TRUE
"let name = 'Carlo'
name = 'Juana'
console.log(name)",Juana,"""let name='Carlo';name='Juana';console.log(10/5);console.log(name);""
","2
Juana",Dead Code Obfuscation,FALSE,TRUE
"console.log('let name = ""Carlo"";')","let name = ""Carlo"";","""console.log('let name = \""Carlo\"";');function dummyFunction(){let a=1;let b=2;let c=a+b;return c;};dummyFunction();""
","let name = ""Carlo"";",Dead Code Obfuscation,TRUE,TRUE
"let str = ""Hello World"";console.log(str)",Hello World,"""let str='Hello World';let foo=10;foo++;console.log(str);""
",Hello World,Dead Code Obfuscation,TRUE,TRUE
"console.log((true ? true : false) === true ? ""True"" : ""False"")",TRUE,"""console.log((true?true:false)===true?\""True\"":\""False\"");;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;var a=10;;;;;;if(a===10){console.log(\""This is dead code\"")}""
","Error: Command '['node', '-e', 'console.log((true?true:false)===true?\\""True\\"":\\""False\\"");;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;var a=10;;;;;;if(a===10){console.log(\\""This is dead code\\"")}']' returned non-zero exit status 1.",Dead Code Obfuscation,FALSE,TRUE
"let result = ""Hello"" + "" "" + ""World""; console.log(result);",Hello World,"""let result = \""Hello\"" + \"" \"" + \""World\"";let foo = 123;foo++;foo = foo * 2;console.log(result);""
","Error: Command '['node', '-e', 'let result = \\""Hello\\"" + \\"" \\"" + \\""World\\"";let foo = 123;foo++;foo = foo * 2;console.log(result);']' returned non-zero exit status 1.",Dead Code Obfuscation,FALSE,TRUE
let n = 64; console.log(n.toString(2));,1000000,"""let n=64;function dummy(){let a=1;let b=2;return a+b;}console.log(n.toString(2));""
",1000000,Dead Code Obfuscation,TRUE,TRUE
"`let name = ""Dog""; let dog = ""Cat""; console.log(name, dog)`",,"`""use strict"";let _0x4243=[""log""];(function(_0x3059,_0x2fb8){let _0x5a20=0x0;for(;_0x5a20<_0x2fb8;_0x5a20++){let _0x30a5=""test"";}}());let name=""Dog"";let dog=""Cat"";console[_0x4243[0x0]](name,dog);`",,Dead Code Obfuscation,FALSE,FALSE
"console.log('sum',(Math.pow(10,3)+Math.pow(2,2)-Math.pow(3,2))*(1/2))",sum 497.5,"""console.log('sum',(Math.pow(10,3)+Math.pow(2,2)-Math.pow(3,2))*(1/2));function dummy(){let a=1;a++;a=a*2;return a;};dummy();""
",sum 497.5,Dead Code Obfuscation,TRUE,TRUE
"let a = [3, 6, 8, 2, 7, 9];console.log(a)","[ 3, 6, 8, 2, 7, 9 ]","""let a=[3,6,8,2,7,9];let b=10;b++;b--;console.log(a);""
","[ 3, 6, 8, 2, 7, 9 ]",Dead Code Obfuscation,TRUE,TRUE
let name = 'Carlo';let age = '21';console.log(name +'is' +age +'years old.');,Carlois21years old.,"""let name='Carlo';let age='21';let x=10;x++;x--;console.log(name+'is'+age+'years old.');""
",Carlois21years old.,Dead Code Obfuscation,TRUE,TRUE
let digits = '123456789'; digits.split('').forEach(i => console.log(i));,"1
2
3
4
5
6
7
8
9","""let digits='123456789';digits.split('').forEach(i=>{let a=10;a++;console.log(i)});""
","1
2
3
4
5
6
7
8
9",Dead Code Obfuscation,TRUE,TRUE
"`let n=""Carlo""; console.log(n+n+n);`",,"""let n=\""Carlo\"";let _0xabc123=12;_0xabc123++;console.log(n+n+n);""
","Error: Command '['node', '-e', 'let n=\\""Carlo\\"";let _0xabc123=12;_0xabc123++;console.log(n+n+n);']' returned non-zero exit status 1.",Dead Code Obfuscation,FALSE,FALSE
"let name = ""Carlo""; console.log(name + "" plays basketball"");",Carlo plays basketball,"""let name=\""Carlo\"";let _0=10;let _1=20;let _2=_0+_1;console.log(name+\"" plays basketball\"");""
","Error: Command '['node', '-e', 'let name=\\""Carlo\\"";let _0=10;let _1=20;let _2=_0+_1;console.log(name+\\"" plays basketball\\"");']' returned non-zero exit status 1.",Dead Code Obfuscation,FALSE,TRUE
console.log('()()^(()()()()^()()()()^()()()()^()()()()^()()()()^()()()()^()()()()^()()()()'),()()^(()()()()^()()()()^()()()()^()()()()^()()()()^()()()()^()()()()^()()()(),"""console.log('()()^(()()()()^()()()()^()()()()^()()()()^()()()()^()()()()^()()()()')'';;;;;;;;;;;;;;;;;;;var aaaaa=10;aaaaaaaaaaaaaaa=null;if(aaaaaaa==null){console.log(aaaaaaaaaaaaaaa)}""
","Error: Command '['node', '-e', ""console.log('()()^(()()()()^()()()()^()()()()^()()()()^()()()()^()()()()^()()()()')'';;;;;;;;;;;;;;;;;;;var aaaaa=10;aaaaaaaaaaaaaaa=null;if(aaaaaaa==null){console.log(aaaaaaaaaaaaaaa)}""]' returned non-zero exit status 1.",Dead Code Obfuscation,FALSE,TRUE
"let color = 'red';console.log(color.length, color.toUpperCase(), color.includes('e'));",3 RED true,"""let color='red';console.log(color.length,color.toUpperCase(),color.includes('e'));function dummy(){let x=10;x++;console.log(x);};dummy();""
","3 RED true
11",Dead Code Obfuscation,FALSE,FALSE
"let word = 'JavaScript';console.log(word.substr(3,2));",aS,"""let word = 'JavaScript';let foo = 10;foo++;console.log(word.substr(3,2));""
",aS,Dead Code Obfuscation,TRUE,TRUE
let answer = 'yes' || 'no'; console.log(answer);,yes,"""let answer='yes'||'no';let foo=function(){console.log('This is dead code')};foo();console.log(answer);""
","This is dead code
yes",Dead Code Obfuscation,FALSE,TRUE
"let a = true; let b = 12; let c = 'World'; console.log(a, b, c);",true 12 World,"""let a=true;let d='test';let f=123;let b=12;let g='obfuscate';let c='World';let h=321;console.log(a,b,c);""
",true 12 World,Dead Code Obfuscation,TRUE,TRUE
let word = 'hello'; let world = 'world'; console.log(word + ' ' + world);,hello world,"""let word='hello';let world='world';let foo=10;foo++;foo--;console.log(word+' '+world);""
",hello world,Dead Code Obfuscation,TRUE,TRUE
console.log(((([]+undefined)+'')+[])[1][0][0][0]),n,"""console.log(((([]+undefined)+'')+[])[1][0][0][0]);function _0xabc123(){return 10;}var _0x123xyz=123;_0xabc123();""
",n,Dead Code Obfuscation,TRUE,FALSE
"[8, 1, 7, 4, 3, 2, 5, 6].filter(x => x > 3).sort().reduce((a,b) => a + b)",,"""var _0x3242=['reduce','filter','sort'];(function(_0x1900,_0x485a){var _0x2309=function(_0x5a5d){while(--_0x5a5d){_0x1900['push'](_0x1900['shift']());}};_0x2309(++_0x485a);}(_0x3242,0x82));var _0x23a1=function(_0x1c94,_0x5593){_0x1c94=_0x1c94-0x0;var _0x309e=_0x3242[_0x1c94];return _0x309e;};[8,1,7,4,3,2,5,6][_0x23a1('0x0')](function(_0x3f7a){var _0x5793=!![];for(var _0x1a7b in _0x3f7a){_0x5793=!![];}return _0x5793;}(_0x3f7a)&&_0x3f7a>3)[_0x23a1('0x1')]()[_0x23a1('0x2')](function(_0x33d8,_0x45b0){var _0x5074=!![];for(var _0x4e58 in _0x45b0){_0x5074=!![];}return _0x33d8+_0x45b0;})""
","Error: Command '['node', '-e', ""var _0x3242=['reduce','filter','sort'];(function(_0x1900,_0x485a){var _0x2309=function(_0x5a5d){while(--_0x5a5d){_0x1900['push'](_0x1900['shift']());}};_0x2309(++_0x485a);}(_0x3242,0x82));var _0x23a1=function(_0x1c94,_0x5593){_0x1c94=_0x1c94-0x0;var _0x309e=_0x3242[_0x1c94];return _0x309e;};[8,1,7,4,3,2,5,6][_0x23a1('0x0')](function(_0x3f7a){var _0x5793=!![];for(var _0x1a7b in _0x3f7a){_0x5793=!![];}return _0x5793;}(_0x3f7a)&&_0x3f7a>3)[_0x23a1('0x1')]()[\r_0x23a1('0x2')](function(_0x33d8,_0x45b0){var _0x5074=!![];for(var _0x4e58 in _0x45b0){_0x5074=!![];}return _0x33d8+_0x45b0;})""]' returned non-zero exit status 1.",Dead Code Obfuscation,FALSE,FALSE
console.log('Hello ' + 'there ' + 'world!'),Hello there world!,"""console.log('Hello '+'there '+'world!');function dummy(){let a=1;a++;a=a*2;return a;};dummy();""
",Hello there world!,Dead Code Obfuscation,TRUE,TRUE
let str = 1 + (2 + 3); console.log(str);,6,"""let str=1+(2+3);let _0xabc123=1234;console.log(str);for(let i=0;i<0;i++){console.log(_0xabc123);}""
",6,Dead Code Obfuscation,TRUE,FALSE
"let name1=""Carlo""; let name2=""Petrucci""; console.log(name1, name2)",Carlo Petrucci,"""let name1=\""Carlo\"";let _0xabc123 = 123;let name2=\""Petrucci\""; let _0x123bca = [1,2,3]; console.log(name1, name2);""
","Error: Command '['node', '-e', 'let name1=\\""Carlo\\"";let _0xabc123 = 123;let name2=\\""Petrucci\\""; let _0x123bca = [1,2,3]; console.log(name1, name2);']' returned non-zero exit status 1.",Dead Code Obfuscation,FALSE,FALSE
"let name = ""carlo"";name += "" is very tired"";console.log(name)",carlo is very tired,"""let name=\""carlo\"";name+=\"" is very tired\"";function dummy(){let foo=1+1;console.log(foo);}console.log(name);""
","Error: Command '['node', '-e', 'let name=\\""carlo\\"";name+=\\"" is very tired\\"";function dummy(){let foo=1+1;console.log(foo);}console.log(name);']' returned non-zero exit status 1.",Dead Code Obfuscation,FALSE,TRUE
console.log(('1'==='1'&&('0'==='0'))+(1===1)+(0===0)),3,"""console.log((('1'===_A)&&(('0'===_B)))+(_C===_C)+(_D===_D));""
","Error: Command '['node', '-e', ""console.log((('1'===_A)&&(('0'===_B)))+(_C===_C)+(_D===_D));""]' returned non-zero exit status 1.",Naming Obfuscation,FALSE,TRUE
console.log(typeof [typeof true]);,object,"""console.log(_0xabc123(typeof _0xabc123(true)));function _0xabc123(_0x123abc){return _0x123abc;};""
",boolean,Naming Obfuscation,FALSE,TRUE
"let array = [1,2,3,4,5];console.log(array[array.length - 1]);",5,"""let _0x3d7b=['log','length'];(function(_0x43fc11,_0x2e086d){let _0x4d8e27=function(_0x2c70c9){while(--_0x2c70c9){_0x43fc11['push'](_0x43fc11['shift']());}};_0x4d8e27(++_0x2e086d);}(_0x3d7b,0x10d));let _0x43a5=function(_0x1f7b68,_0x326495){_0x1f7b68=_0x1f7b68-0x0;let _0x28942f=_0x3d7b[_0x1f7b68];return _0x28942f;};let _0x488089=[0x1,0x2,0x3,0x4,0x5];console[_0x43a5('0x0')](_0x488089[_0x488089[_0x43a5('0x1')]-0x1]);""","Error: Command '['node', '-e', ""let _0x3d7b=['log','length'];(function(_0x43fc11,_0x2e086d){let _0x4d8e27=function(_0x2c70c9){while(--_0x2c70c9){_0x43fc11['push'](_0x43fc11['shift']());}};_0x4d8e27(++_0x2e086d);}(_0x3d7b,0x10d));let _0x43a5=function(_0x1f7b68,_0x326495){_0x1f7b68=_0x1f7b68-0x0;let _0x28942f=_0x3d7b[_0x1f7b68];return _0x28942f;};let _0x488089=[0x1,0x2,0x3,0x4,0x5];console[_0x43a5('0x0')](_0x488089[_0x488089[_0x43a5('0x1')]-0x1]);""]' returned non-zero exit status 1.",Naming Obfuscation,FALSE,TRUE
let num = 1000;console.log(num.toString(2));,1111101000,"""let a=1000;console.log(a.toString(2));""
",1111101000,Naming Obfuscation,TRUE,TRUE
let a=1;console.log(typeof(a===3));,boolean,"""let _0x34e5=['boolean'];(function(_0x4091,_0x3660){let _0x514b=_0x290a;while(!![]){try{let _0x4395=-parseInt(_0x514b(0x92))/0x1*(-parseInt(_0x514b(0x93))/0x2)+parseInt(_0x514b(0x94))/0x3+-parseInt(_0x514b(0x95))/0x4*(-parseInt(_0x514b(0x96))/0x5)+-parseInt(_0x514b(0x97))/0x6+-parseInt(_0x514b(0x98))/0x7*(-parseInt(_0x514b(0x99))/0x8)+parseInt(_0x514b(0x9a))/0x9+parseInt(_0x514b(0x9b))/0xa*(parseInt(_0x514b(0x9c))/0xb);if(_0x4395===_0x3660)break;else _0x4091['push'](_0x4091['shift']());}catch(_0x4109){_0x4091['push'](_0x4091['shift']());}}}(_0x34e5,0x60008));function _0x290a(_0x4db4,_0x5820){_0x4db4=_0x4db4-0x92;let _0x34e5=_0x34e5[_0x4db4];return _0x34e5;}let _0x449e=0x1;console['log'](typeof(_0x449e===0x3));""
",Error: Command timed out.,Naming Obfuscation,FALSE,TRUE
"(function(){console.log(""Hello World"");})();",Hello World,"""(function(){var _0xabc123='Hello\x20World';console.log(_0xabc123);})();""
",Hello World,Naming Obfuscation,TRUE,TRUE
"console.log([""ROCK"", ""PAPER"", ""SCISSORS""][Math.floor(Math.random() * 3)]);",ROCK,"""console.log({obfuscated_array:[\""ROCK\"",\""PAPER\"",\""SCISSORS\""]}[obfuscated_array_index(obfuscated_random_number()*3)]);function obfuscated_array_index(n){return Math.floor(n)}function obfuscated_random_number(){return Math.random()}""
","Error: Command '['node', '-e', 'console.log({obfuscated_array:[\\""ROCK\\"",\\""PAPER\\"",\\""SCISSORS\\""]}[obfuscated_array_index(obfuscated_random_number()*3)]);function obfuscated_array_index(n){return Math.floor(n)}function obfuscated_random_number(){return Math.random()}']' returned non-zero exit status 1.",Naming Obfuscation,FALSE,TRUE
let num = 1 + 2 * 3;console.log(num);,7,"""leta=1+2*3;console.log(a);""
","Error: Command '['node', '-e', 'leta=1+2*3;console.log(a);']' returned non-zero exit status 1.",Naming Obfuscation,FALSE,FALSE
let name='Freddy';console.log(name.toLowerCase().toUpperCase()),FREDDY,"""let _0x1c1b=['Freddy'];console['log'](_0x1c1b[0]['toLowerCase']()['toUpperCase']())""
",FREDDY,Naming Obfuscation,TRUE,TRUE
"function greet(person) {
  console.log(""Hello"" + person + ""!"");
}
greet(""John"");
greet(""Jane"");","HelloJohn!
HelloJane!","""function _0xAB12(_0x1234){console.log('Hello'+_0x1234+'!');}_0xAB12('John');_0xAB12('Jane');""","HelloJohn!
HelloJane!",Naming Obfuscation,TRUE,TRUE
"let arr = [1,2,3,4];console.log(arr[3]);",4,"""let a=[1,2,3,4];console.log(a[3]);""
",4,Naming Obfuscation,TRUE,FALSE
let n = 123; let sum = (n % 10) + ((n % 100) / 10) + ((n % 1000) / 100); console.log(sum);,6.529999999999999,"""let a=123;let b=(a%10)+((a%100)/10)+((a%1000)/100);console.log(b);""
",6.529999999999999,Naming Obfuscation,TRUE,FALSE
"let a=""a""; let b=""b""; console.log(a+b+a+b+a)",ababa,"""let c='a';let d='b';console.log(c+d+c+d+c)""
",ababa,Naming Obfuscation,TRUE,FALSE
let answer = (() => true)() ? 1 : 0;console.log(answer),1,"""let _0xabc123=(()=>{return true})()?1:0;console['log'](_0xabc123)""
",1,Naming Obfuscation,TRUE,TRUE
console.log('012345678901234567'),012345678901234567,"""c=['012345678901234567'];console.log(c[0]);""
",012345678901234567,Naming Obfuscation,TRUE,FALSE
"console.log('evens');[2,4,6,8,10].forEach(e => console.log(e));console.log('odds');[1,3,5,7,9].forEach(e => console.log(e))","evens
2
4
6
8
10
odds
1
3
5
7
9","""console.log('evens');a=[2,4,6,8,10];a.forEach(b=>console.log(b));console.log('odds');c=[1,3,5,7,9];c.forEach(d=>console.log(d))""
","evens
2
4
6
8
10
odds
1
3
5
7
9",Naming Obfuscation,TRUE,FALSE
"console.log([[[[[""a""]]]]]);",[ [ [ [Array] ] ] ],"""console.log([[[[[_0xabc123]]]]]);""","Error: Command '['node', '-e', 'console.log([[[[[_0xabc123]]]]]);']' returned non-zero exit status 1.",Naming Obfuscation,FALSE,TRUE
"console.log(typeof(100+""20""));",string,"""ae33=(function(){return typeof(100+'20')})();console[ae33[3]+ae33[1]+ae33[0]](ae33);""
","Error: Command '['node', '-e', ""ae33=(function(){return typeof(100+'20')})();console[ae33[3]+ae33[1]+ae33[0]](ae33);""]' returned non-zero exit status 1.",Naming Obfuscation,FALSE,TRUE
"console.log(sum(1, 2, 3, 4, 5))

function sum(...nums) {
    return nums.reduce((a, b) => a + b, 0);
}",15,"""console.log(_0xabc123(1,2,3,4,5));function _0xabc123(..._0x123abc){return _0x123abc.reduce((_0xabc124,_0x124abc)=>_0xabc124+_0x124abc,0);}""
",15,Naming Obfuscation,TRUE,TRUE
"let name = ""John"";console.log(name.slice(0, 2));",Jo,"""let a='John';console.log(a.slice(0,2));""
",Jo,Naming Obfuscation,TRUE,FALSE
"let zen = 'Sometimes the quietest thing is the loudest'
console.log(zen)",Sometimes the quietest thing is the loudest,"""let _b5a='Sometimes the quietest thing is the loudest';console.log(_b5a);""
",Sometimes the quietest thing is the loudest,Naming Obfuscation,TRUE,TRUE
"let str = ""HeLlo WoRLd"".toLowerCase().split("""").reverse().join("""").toUpperCase()
console.log(str)",DLROW OLLEH,"""letaI9=\""HeLlo WoRLd\"";letaI9=letaI9.toLowerCase();letaI9=letaI9.split(\""\"");letaI9=letaI9.reverse();letaI9=letaI9.join(\""\"");letaI9=letaI9.toUpperCase();console.log(letaI9);""
","Error: Command '['node', '-e', 'letaI9=\\""HeLlo WoRLd\\"";letaI9=letaI9.toLowerCase();letaI9=letaI9.split(\\""\\"");letaI9=letaI9.reverse();letaI9=letaI9.join(\\""\\"");letaI9=letaI9.toUpperCase();console.log(letaI9);']' returned non-zero exit status 1.",Naming Obfuscation,FALSE,TRUE
"let x='butterfly';y='flower';console.log(x.includes('fly'),y.includes('fly'))",true false,"""let q='butterfly';a='flower';console.log(q.includes('fly'),a.includes('fly'))""
",true false,Naming Obfuscation,TRUE,FALSE
let unique = 123456789;console.log(unique);,123456789,"""let a=123456789;console.log(a)""
",123456789,Naming Obfuscation,TRUE,FALSE
let a = 15; let b =15; console.log(a==b);,TRUE,"""let _A_=15;let _b2=15;console.log(_A_==_b2);""
",TRUE,Naming Obfuscation,TRUE,FALSE
"let sentence = ""JavaScript is a great language"";console.log(sentence)",JavaScript is a great language,"""let _0xabc123='JavaScript is a great language';console.log(_0xabc123);""
",JavaScript is a great language,Naming Obfuscation,TRUE,TRUE
"console.log(
  +(
    ""e"" * +""0""
  ) + ""r"" + ""r"" + ""o"" + ""r""
);",NaNrror,"""use strict"";var _0x5bd8=[""\x6c\x6f\x67"",""\x65\x72\x72\x6f\x72""];(function(_0x588543,_0x39d7b6){var _0x289154=function(_0x4a93e8){while(--_0x4a93e8){_0x588543[""\x70\x75\x73\x68""](_0x588543[""\x73\x68\x69\x66\x74""]());}};var _0x1e5c59=_0x289154(_0x289154);})();var _0x53c967=function(_0x11282f,_0x5806b2){_0x11282f=~ ~_0x11282f;var _0x470671={'\x30':_0x5806b2,'\x31':function(_0x3692e6,_0x5826a6){return _0x3692e6<_0x5826a6;}};if(_0x470671[""\x31""](_0x11282f,0)){var _0x393a38=1;for(;_0x470671[""\x31""](_0x393a38,102);_0x393a38++){var _0x183b14=String[""\x66\x72\x6f\x6d\x43\x68\x61\x72\x43\x6f\x64\x65""](_0x393a38);if(_0x470671[""\x30""][""\x69\x6e\x64\x65\x78\x4f\x66""](_0x183b14)!=-1){_0x11282f=_0x11282f+1;if(!_0x470671['\x31'](_0x11282f,102)){break;}}}return _0x183b14;}return _0x5806b2[""\x63\x68\x61\x72\x41\x74""](_0x11282f);};while(_0x1e5c59--){if(_0x1e5c59===19){console[_0x5bd8[0]](+( _0x53c967(~ -2,_0x5bd8[1])*""0"")+ _0x53c967(114,_0x5bd8[1])+ _0x53c967(114,_0x5bd8[1])+ _0x53c967(~ -105,_0x5bd8[1])+ _0x53c967(111,_0x5bd8[1]));}};
","Error: Command '['node', '-e', 'use strict"";var _0x5bd8=[""\\x6c\\x6f\\x67"",""\\x65\\x72\\x72\\x6f\\x72""];(function(_0x588543,_0x39d7b6){var _0x289154=function(_0x4a93e8){while(--_0x4a93e8){_0x588543[""\\x70\\x75\\x73\\x68""](_0x588543[""\\x73\\x68\\x69\\x66\\x74""]());}};var _0x1e5c59=_0x289154(_0x289154);})();var _0x53c967=function(_0x11282f,_0x5806b2){_0x11282f=~ ~_0x11282f;var _0x470671={\'\\x30\':_0x5806b2,\'\\x31\':function(_0x3692e6,_0x5826a6){return _0x3692e6<_0x5826a6;}};if(_0x470671[""\\x31""](_0x11282f,0)){var _0x393a38=1;for(;_0x470671[""\\x31""](_0x393a38,102);_0x393a38++){var _0x183b14=String[""\\x66\\x72\\x6f\\x6d\\x43\\x68\\x61\\x72\\x43\\x6f\\x64\\x65""](_0x393a38);if(_0x470671[""\\x30""][""\\x69\\x6e\\x64\\x65\\x78\\x4f\\x66""](_0x183b14)!=-1){_0x11282f=_0x11282f+1;if(!_0x470671[\'\\x31\'](_0x11282f,102)){break;}}}return _0x183b14;}return _0x5806b2[""\\x63\\x68\\x61\\x72\\x41\\x74""](_0x11282f);};while(_0x1e5c59--){if(_0x1e5c59===19){console[_0x5bd8[0]](+( _0x53c967(~ -2,_0x5bd8[1])*""0"")+ _0x53c967(114,_0x5bd8[1])+ _0x53c967(114,_0x5bd8[1])+ _0x53c967(~ -105,_0x5bd8[1])+ _0x53c967(111,_0x5bd8[1]));}};']' returned non-zero exit status 1.",Naming Obfuscation,FALSE,TRUE
"let array = [1,2,3];let object = {n:1,two:2,three:3};console.log(array[0]+object.n)",2,"""let _A=[1,2,3];let _B={n:1,two:2,three:3};console.log(_A[0]+_B.n)""
",2,Naming Obfuscation,TRUE,FALSE
"let arr = [1,2,3,4,5];console.log(arr.reduce((a,b) => a + b));",15,"""let _0x45bd=['reduce'];(function(_0x4d573f,_0x230107){let _0x34c5d0=function(_0x299b69){while(--_0x299b69){_0x4d573f['push'](_0x4d573f['shift']());}};_0x34c5d0(++_0x230107);}(_0x45bd,0x199));let _0x1301=function(_0x58768b,_0x39396a){_0x58768b=_0x58768b-0x0;let _0x4e0b9f=_0x45bd[_0x58768b];return _0x4e0b9f;};let _0x4655b5=[0x1,0x2,0x3,0x4,0x5];console['log'](_0x4655b5[_0x1301('0x0')]((_0x1d009f,_0x18c578)=>_0x1d009f+_0x18c578));""",15,Naming Obfuscation,TRUE,TRUE
